品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,Uzone品番_純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）,部品ID1,部品ID2,特徴1,特徴2,特徴3,特徴4,特徴5,特徴6,特徴7,特徴8,特徴9,特徴10
コンプレッサー,CR74P00-SR,スズキコンプレッサー,ｽｽﾞｷ,HA36V,ｱﾙﾄ,9520074P00,50101435,95200-74P00,,,,24100,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・カルソニック製どちらでも問題ありません,1,481.0,,,,,,,,,,,
コンプレッサー,95200-74P00R-S,スズキコンプレッサー,ｽｽﾞｷ,HA36V,ｱﾙﾄ,9520074P00,50101435,95200-74P00,,,,22000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SJK806TCR-S,スズキコンプレッサー,ｽｽﾞｷ,M-JA71V,ｼﾞﾑﾆｰ,9520073A02,50101433,95200-73A02,,,,22300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,CR72M00-SR,スズキコンプレッサー,ｽｽﾞｷ,MG44S,ﾜｺﾞﾝR,9520072M00,50101430,95200-72M00,,,,24100,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS07LT4R,スズキ コンプレッサ-,ｽｽﾞｷ,JA12W,ｼﾞﾑﾆｰ,9520072BC2,50101427,95200-72BC2,,,,20100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS07LT4R-S,スズキ コンプレッサ-,ｽｽﾞｷ,JA11,ｼﾞﾑﾆｰ,9520072BC2,50101427,95200-72BC2,,,,20300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS07LT5R-S,スズキコンプレッサー,ｽｽﾞｷ,DD51T,ｷｬﾘｰ,9520072BA2,50101426,95200-72BA2,,,,20300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS05T0R-S,スズキコンプレッサー,ｽｽﾞｷ,DC51T,ｷｬﾘｰ,9520072B40,50101425,95200-72B40,,,,22300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,SS07LT3R-S,スズキコンプレッサー,ｽｽﾞｷ,EA11R,ｶﾌﾟﾁｰﾉ,9520072B13,50101424,95200-72B13,,,,20300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS07LT0R,スズキ コンプレッサ-,ｽｽﾞｷ,CT51S,ﾜｺﾞﾝR,9520072B03,,95200-72B03,,1A0176800,ZZS076720C,19800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,SS07LT0R-S,スズキコンプレッサー,ｽｽﾞｷ,CT21S,ﾜｺﾞﾝR,9520072B03,,95200-72B03,,,,17100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,447100-574R,コンプレッサー/クラッチ(R) SV06E 12V ※,ｽｽﾞｷ,CT21S,ﾜｺﾞﾝR,9520071B10,,95200-71B10,,,,25700,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,SS10LV8R-S,スズキコンプレッサー,ｽｽﾞｷ,LA-DA32W,ｴﾌﾞﾘｨ･ﾗﾝﾃﾞｨ,9520070C42,,95200-70C42,,,,21300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,SS10V7R-S,スズキコンプレッサー,ｽｽﾞｷ,KD-TD32W,ｴｽｸ-ﾄﾞ,9520070C20,50101413,95200-70C20,,,,21300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS10V0R-S,スズキコンプレッサー,ｽｽﾞｷ,E-MA61S,ﾜｺﾞﾝR･ﾜｲﾄﾞ,9520070C01,,95200-70C01,,,,21300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,SS10LF10R-S,スズキコンプレッサー,ｽｽﾞｷ,HT51S,ｽｲﾌﾄ,9520069GC0,,95200-69GC0,,,,21300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,SS10LF10R,スズキ　コンプレッサー,ｽｽﾞｷ,ABA-ME34S,ｼﾎﾞﾚｰMW,9520069GB2,50101411,95200-69GB2,,,,20100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,パトカーの場合別の品番が付いている場合が有ります。ご注意下さい(SS10-LK10等）,,1,481.0,,,,,,,,,,,
コンプレッサー,SS10LK10R-S,スズキコンプレッサー,ｽｽﾞｷ,GH-HT51S,ｽｲﾌﾄ,9520069GA1,50101410,95200-69GA1,,,,21300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKS200A211AR-S,三菱コンプレッサー,ｽｽﾞｷ,ZC72S,ｽｲﾌﾄ,9520068LE0,50101406,95200-68LE0,,,,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKS200A205AR-O,三菱コンプレッサー(QS70) クラッチ付,ｽｽﾞｷ,MA15S,ｿﾘｵ,9520068LA1,50101399,95200-68LA1,,MQ509580,MQ503540,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,AKS200A205AR-S,三菱コンプレッサー(QS70) クラッチ付,ｽｽﾞｷ,MA15S,ｿﾘｵ,9520068LA1,50101399,95200-68LA1,,,,26500,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,0,481.0,,,,,,,,,,,
コンプレッサー,447100-471R,コンプレッサー/クラッチ　(R)　10P08E  12V,ｽｽﾞｷ,JB32W,ｼﾞﾑﾆｰ,9520067A50,50101397,95200-67A50,,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,447100-617R,コンプレッサー/クラッチ (R) 10P08E 12V,ｽｽﾞｷ,E-JB31W,ｼﾞﾑﾆｰ,9520067A40,50101396,95200-67A40,,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,447170-765R,コンプレッサー/クラッチ　(R)　10S15L  12V,ﾄﾖﾀ,ZCT15,ｵｰﾊﾟ,9520065DC1,50101391,95200-65DC1,,,,31300,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447170-867R,コンプレッサー/クラッチ　(R)　10S13C　12V,ｽｽﾞｷ,TX92W,ｴｽｸｰﾄﾞ,9520065DC1,50101391,95200-65DC1,,,,31300,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,447170-726R,コンプレッサー/クラッチ(R) 10S13C 12V,ｽｽﾞｷ,,ｴﾘｵ,9520065DA0,50101390,95200-65DA0,,4472203390,4473009130,31300,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,CR64P00-SR,スズキコンプレッサー,ｽｽﾞｷ,DA17V,ｴﾌﾞﾘｨ,9520064P01,50101388,95200-64P01,,,,21000,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,このコンプのプーリーは純正と同様にベルト脱落防止対策＋ダブルベアリング仕様となっています。リビルトメーカーによってはその他のプーリーを使用している場合がありますが、無対策品の使用は非常に危険ですのでご注意ください。,,0,481.0,,,,,,,,,,,
コンプレッサー,506041-0180R-S,ゼクセルコンプレッサー（DCS141C）,ｽｽﾞｷ,TD54W,ｴｽｸｰﾄﾞ,9520064JB0,,95200-64JB0,,,,32300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,SJK96C4R-S,スズキコンプレッサー,ｽｽﾞｷ,TD01W,ｴｽｸｰﾄﾞ,9520064A01,50101383,95200-64A01,,,,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,クラッチ配線のカプラーは現車の物をご使用下さい。,,1,481.0,,,,,,,,,,,
コンプレッサー,CR63R00-SR,スズキコンプレッサー,ｽｽﾞｷ,MK42S,ｽﾍﾟｰｼｱ,9520063R00,50101382,95200-63R00,,,,25100,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・カルソニック製どちらでも問題ありません,1,481.0,,,,,,,,,,,
コンプレッサー,95200-63R00R-S,スズキコンプレッサー,ｽｽﾞｷ,MK42S,ｽﾍﾟｰｼｱ,9520063R00,50101382,95200-63R00,,,,23100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,V08A1AA4AGR-S,ナショナルコンプレッサー(V08A1AA4AG),ｽｽﾞｷ,ZC11S,ｽｲﾌﾄ,9520063JA0,,95200-63JA0,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,T06A0AA5AHR-S,ナショナルコンプレッサー,ｽｽﾞｷ,MH21S,ﾜｺﾞﾝR,9520058JA2,,95200-58JA2,,,,20300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,CR58J70-SR,スズキコンプレッサー,ｽｽﾞｷ,DA16T,ｷｬﾘｨﾄﾗｯｸ,9520058J70,50101369,95200-58J70,,,,24100,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,95200-58J70R-S,スズキコンプレッサー,ｽｽﾞｷ,DA16T,ｷｬﾘｨﾄﾗｯｸ,9520058J70,50101369,95200-58J70,,,,24100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,CR58J60-SR,スズキコンプレッサー,ｽｽﾞｷ,DA63T,ｷｬﾘｰ,9520058J60,50101367,95200-58J60,,,,19500,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,CR58J50-SR,スズキコンプレッサー,ｽｽﾞｷ,JB23W,ｼﾞﾑﾆｰ,9520058J50,50101366,95200-58J50,,,,19800,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,95200-58J50R-S,スズキコンプレッサー(CR06B),ｽｽﾞｷ,JB23W,ｼﾞﾑﾆｰ,9520058J50,50101366,95200-58J50,,,,18800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,CR06BJ40-SR,スズキ コンプレッサ-,ｽｽﾞｷ,MH23S,ﾜｺﾞﾝR,9520058J40,50101364,95200-58J40,,,,18500,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・カルソニック製どちらでも問題ありません,0,481.0,,,,,,,,,,,
コンプレッサー,95200-58J40R-S,スズキコンプレッサー,ｽｽﾞｷ,MH23S,ﾜｺﾞﾝR,9520058J40,50101364,95200-58J40,,,,22300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・セイコー製どちらでも問題ありません,1,481.0,,,,,,,,,,,
コンプレッサー,95200-58J40R,スズキコンプレッサー,ｽｽﾞｷ,MH23S,ﾜｺﾞﾝR,9520058J40,50101364,95200-58J40,,,,18000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・セイコー製どちらでも問題ありません,0,481.0,,,,,,,,,,,
コンプレッサー,SS06LT16R-S,スズキコンプレッサー,ｽｽﾞｷ,DA63T,ｷｬﾘｰ,9520058J21,50101362,95200-58J21,,,,17500,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,SS06LT16-SR,スズキコンプレッサー,ｽｽﾞｷ,DA63T,ｷｬﾘｰ,9520058J20,50101361,95200-58J20,,,,18500,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS06LT15A-SR,スズキコンプレッサー,ｽｽﾞｷ,DA64V,ｴﾌﾞﾘｨ,9520058J11,50101360,95200-58J11,,,,19500,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SS06LT15-SR,スズキ コンプレッサ-,ｽｽﾞｷ,MH21S,ﾜｺﾞﾝR,9520058J01,50101358,95200-58J01,,,,17500,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・セイコー製どちらでも問題ありません,0,481.0,,,,,,,,,,,
コンプレッサー,SS06LT15R,スズキコンプレッサー,ｽｽﾞｷ,MH21S,ﾜｺﾞﾝR,9520058J00,,95200-58J00,,,,17500,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・セイコー製どちらでも問題ありません,0,,,,,,,,,,,,
コンプレッサー,SJK72D4R-S,スズキコンプレッサー,ｽｽﾞｷ,JA11V,ｼﾞﾑﾆｰ,9520055C11,50101356,95200-55C11,,,,30000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SJK72D0R-S,スズキコンプレッサー,ｽｽﾞｷ,JA11,ｼﾞﾑﾆｰ,9520055C02,50101355,95200-55C02,,,,30000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506041-0210R-S,ゼクセルコンプレッサー（DCS17EC）,ｽｽﾞｷ,C25,ｾﾚﾅ,9520051Z20,50101345,95200-51Z20,,,,27000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,95201-51KB0R-S,ゼクセルコンプレッサー(DKV08R),ｽｽﾞｷ,ZC71S,ｽｲﾌﾄ,9520051KB0,50101339,95200-51KB0,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,447160-381R,コンプレッサー/クラッチ (R) SV06C 12V,ｽｽﾞｷ,HA35S,ｱﾙﾄ,9520050MA0,50101329,95200-50MA0,,,,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,CR06BM30-SR,スズキコンプレッサー,ｽｽﾞｷ,MH34S,ﾜｺﾞﾝR,9520050M11,50101327,95200-50M11,,,,21000,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,交換後、即日～２カ月程度で不具合がでるケースが頻発しております。症状「ＭＧクラッチ入らない」、「コンプレッサーオイルが汚れている」という場合は、エアコンサイクル詰りによる異常高圧の可能性が高いです。コンデンサー内部の詰り、コンデンサー表面の汚れ、コンデンサーモーターに不具合がないかどうか確認をしてください。【ご参照】スズキＨＰにて２０１６／９／８に公表している　「ワゴンＲ、アルト、ＭＲワゴン、スペーシア、ラジエータファンモータの保証期間延長について」　をご確認ください。,デンソー製コンプレッサーと互換性があります。コア返却はデンソー製・カルソニック製どちらでも問題ありません,1,481.0,,,,,,,,,,,
コンプレッサー,95200-50M10R-S,スズキコンプレッサー,ｽｽﾞｷ,MH34S,ﾜｺﾞﾝR,9520050M10,50101326,95200-50M10,,,,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,481.0,,,,,,,,,,,
コンプレッサー,CR06BM00-SR,セイコーコンプレッサー,ｽｽﾞｷ,HA35S,ｱﾙﾄ,9520050M00,50101324,95200-50M00,,,,21000,2年4万km保証,メーカーリビルト品,純正新品マグネットクラッチ付　Oリング付　オイル規定量入り,デンソー製コンプレッサーと互換性があります。,コア返却はデンソー製・カルソニック製どちらでも問題ありません,1,481.0,,,,,,,,,,,
コンプレッサー,SD7171R-KD,サンデンコンプレッサー,ｽｽﾞｷ,DA16T,冷凍車,9510158HR0,50101106,95101-58HR0,,,,36300,1年2万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,SD7171R-E,サンデンコンプレッサー,ｽｽﾞｷ,DA16T,ｷｬﾘｰ,9510158HR0,50101106,95101-58HR0,,,,36300,1年2万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,冷凍車専用コンプレッサー,1,481.0,,,,,,,,,,,
コンプレッサー,447170-709R,コンプレッサー/クラッチ(R) 10P08E 12V,ｽｽﾞｷ,DA52T,ｷｬﾘｰ,9510158H30,,95101-58H30,,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,AKC200A022R-S,三菱コンプレッサー(MSC60CH) クラッチ付,日産,U61・U71系,ｸﾘｯﾊﾟｰ,926106A0A0,20056646,92610-6A0A0,27633-6A0A0,926106A0A0,276336A0A0,21500,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,※冷凍車除く【冷凍車の場合はサンデン製ＳＤ　「モデル№７１７１」が装着される場合があります。現品の確認をお願い致します】,,0,481.0,,,,,,,,,,,
コンプレッサー,7813A478R-S,カルソニックコンプレッサー(CR06),日産,U71V,ｸﾘｯﾊﾟｰ,926106A00B,20056641,92610-6A00B,27633-6A00A,926106A00B,276336A00B,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,7813A478R-O,カルソニックコンプレッサー(CR06),日産,U71V,ｸﾘｯﾊﾟｰ,926106A00B,20056641,92610-6A00B,27633-6A00A,7813A607,7813A606,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,92600-WL000R-S,カルソニックコンプレッサー(V6),日産,ME51,ｴﾙｸﾞﾗﾝﾄﾞ,92600WL80A,20056580,92600-WL80A,,,,32300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,取り付け前に、外したコンプレッサーに入っているオイル量と同量に調整してから取り付けするようにしてください。,可変容量式のためオイル量管理をしないと、異音を起こします。オイル量280cc注入済み,1,481.0,,,,,,,,,,,
コンプレッサー,CR926-WL80A,カルソニックコンプレッサー(V6),日産,E51,ｴﾙｸﾞﾗﾝﾄﾞ,92600WL000,,92600-WL000,,,,34300,2年4万km保証,メーカーリビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,【必ず工場様へ事前にお伝えください】現在異音が発生している場合は、コンデンサーおよびフロントからリア間の配管を洗浄し、オイルを排出・除去した上で取り外したコンプレッサと、取り付けるコンプレッサのオイル量を同量にしてから取り付け作業を実施してください。,可変容量式のためオイル量管理をしないと、異音を起こします。オイル量280cc注入済み,0,,,,,,,,,,,,
コンプレッサー,506010-1250R-KI,ゼクセルコンプレッサー DKS32　Oリング同梱,日産,BVW41,ｼﾋﾞﾘｱﾝ,92600WJ101,,92600-WJ101,,,,93300,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506010-1250R-DK,ゼクセルコンプレッサー DKS32,日産,BVW41,ｼﾋﾞﾘｱﾝ,92600WJ101,,92600-WJ101,,,,93300,1年2万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,92600-WF800R-S,カルソニックコンプレッサー(V6),日産,TA-RNW11,ｱﾍﾞﾆｰﾙ,92600WF800,20056579,92600-WF800,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,92600-WF700R-S,カルソニックコンプレッサー(V6),日産,RM12,ﾘﾊﾞﾃｨ,92600WF700,20056578,92600-WF700,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,92600-WE010R-S,カルソニックコンプレッサー(V6),日産,WRY11,ｳｲﾝｸﾞﾛｰﾄﾞ,92600WE010,20056573,92600-WE010,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506021-5420R-S,ゼクセルコンプレッサー(DKV11G),日産,VEY11,AD,92600WD200,20056571,92600-WD200,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506021-6270R-S,ゼクセルコンプレッサー(DKV11G),日産,WHNY11,ｳｲﾝｸﾞﾛｰﾄﾞ,92600WD015,,92600-WD015,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,,,,,,,,,,,,
コンプレッサー,506021-5201R-S,ゼクセルコンプレッサー(DKV11G),三菱,H77W,ﾊﾟｼﾞｪﾛ･ｲｵ,92600WD000,20056569,92600-WD000,,MR460310,MR460348,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,481.0,,,,,,,,,,,
コンプレッサー,506021-4460R-S,ゼクセルコンプレッサー(DKV11D),日産,VFY10,AD,92600WC200,,92600-WC200,,,,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,,,,,,,,,,,,
コンプレッサー,506012-3050R-M,ゼクセルコンプレッサー(DKS17D),日産,VWME25,ｷｬﾗﾊﾞﾝ,92600VZ20B,,92600-VZ20B,,,,26600,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-3050R-F,ゼクセルコンプレッサー(DKS17D),日産,VWE25,ｷｬﾗﾊﾞﾝ,92600VZ20B,,92600-VZ20B,,,,28600,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-3050R-S-G,ゼクセルコンプレッサー(DKS17D),日産,VWME25,ｷｬﾗﾊﾞﾝ,92600VZ20A,,92600-VZ20A,,,,26000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-3050R-S,ゼクセルコンプレッサー(DKS17D),日産,VWME25,ｷｬﾗﾊﾞﾝ,92600VZ20A,,92600-VZ20A,,,,25600,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1,,,,,,,,,,,,
コンプレッサー,506012-3050R,ヴァレオコンプレッサー (DKS-17D) 12V,日産,VWME25,ｷｬﾗﾊﾞﾝ,92600VZ20A,,92600-VZ20A,,,,25600,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-3040R-S-G,ゼクセルコンプレッサー(DKS17D),日産,VRE25,ｷｬﾗﾊﾞﾝ,92600VZ00B,,92600-VZ00B,,,,26100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-3040R-S,ゼクセルコンプレッサー(DKS17D),日産,VRE25,ｷｬﾗﾊﾞﾝ,92600VZ00B,,92600-VZ00B,,,,26100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-3040R-F,ゼクセルコンプレッサー(DKS17D),日産,VRE25,ｷｬﾗﾊﾞﾝ,92600VZ00B,,92600-VZ00B,,,,28600,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-3040R,ヴァレオコンプレッサー (DKS-17D) 12V,日産,VRE25,ｷｬﾗﾊﾞﾝ,92600VZ00B,,92600-VZ00B,,,,26100,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,92600-VZ00AR-M,ヴォレオコンプレッサー,日産,SGE25,ｷｬﾗﾊﾞﾝ,92600VZ00A,,92600-VZ00A,,,,28600,2年4万km保証,純正サプライヤー製新品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,0,,,,,,,,,,,,
コンプレッサー,506012-0350R-S,ゼクセルコンプレッサー(DKS17CH),日産,VWE25,ｷｬﾗﾊﾞﾝ,92600VX100,,92600-VX100,,,,29300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506012-0350R-DK,ゼクセルコンプレッサー DKS17CH,日産,VWE25,ｷｬﾗﾊﾞﾝ,92600VX100,,92600-VX100,,,,27300,2年4万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
コンプレッサー,506011-9560R-S,ゼクセルコンプレッサー(DKS17CH),日産,VWE25,ｷｬﾗﾊﾞﾝ,92600VW200,,92600-VW200,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1,,,,,,,,,,,,
